word,phonetic,translation,tag,exchange
impetus,'impitәs,"n. 动力, 推动力, 动量\n[医] 冲动, 动能, 起始(病)",cet6 ky toefl ielts gre,
impinge,im'pindʒ,"vi. 撞击, 起作用, 侵犯\nvt. 撞击",gre,3:impinges/d:impinged/p:impinged/i:impinging
impious,'impiәs,"a. 无信仰的, 不敬神的, 不虔诚的, 不孝的",toefl,
implant,im'plɑ:nt,"vt. 深植, 灌输, 嵌入\nn. 植入物, 植入管",gre,s:implants/d:implanted/p:implanted/i:implanting/3:implants
implausible,im'plɒ:zәbl,"a. 难以置信的, 不象真实的",gre,
implement,'implimәnt,"n. 工具, 器具, 手段\nvt. 实现, 使生效, 执行",cet4 cet6 ky toefl ielts gre,d:implemented/i:implementing/s:implements/3:implements/p:implemented
implicate,'implikeit,"vt. 涉及, 含意, 暗示, 牵连\nn. 包含的东西",toefl gre,d:implicated/p:implicated/i:implicating/3:implicates/s:implicates
implication,.impli'keiʃәn,"n. 牵连, 含义, 暗示\n[法] 推断, 含蓄之意, 暗示",cet4 cet6 ky toefl gre,s:implications
implicit,im'plisit,"a. 暗示的, 含蓄的, 固有的, 绝对的\n[经] 不讲明的, 含蓄的",cet6 ky toefl ielts gre,
implode,im'plәud,"vi. 内爆, 向内破裂, 爆裂\n[电] 内裂",gre,p:imploded/d:imploded/3:implodes/i:imploding/s:implodes
implore,im'plɒ:,"vt. 恳求, 哀求",cet6 gre,p:implored/i:imploring/3:implores/d:implored/s:implores
imply,im'plai,"vt. 暗示, 意味\n[计] 隐含",cet4 cet6 ky toefl,3:implies/d:implied/i:implying/p:implied
impolitic,im'pɒlitik,"a. 失策的, 不得当的",gre,
imponderable,im'pɒndәrәbl,"a. 无重量的, 无法计算的, 不可估价的\nn. 无法衡量的事物",gre,s:imponderables
import,im'pɒ:t,"n. 进口货, 进口, 输入, 含义, 重要性\nvt. 输入, 引入, 进口, 含...的意思, 重要\nvi. 有关系\n[计] 引入",gk cet4 cet6 ky toefl gre,s:imports/d:imported/i:importing/p:imported/3:imports
importance,im'pɒ:tәns,"n. 重要, 重要性, 重要地位, 自大\n[机] 重要, 重要性",gk cet4 cet6 ky,
important,im'pɒ:tәnt,"a. 重要的, 有地位的, 大量的, 显要的, 自负的\n[计] 要点",zk gk ielts,
imports,,n. 进口商品；进口总额（import的复数）,ielts,0:import/1:s3
importune,.impɒ:'tju:n,"vt. 强求, 硬要\nvi. 强求, 纠缠",toefl gre,i:importuning/d:importuned/p:importuned/3:importunes
impose,im'pәuz,"vt. 征(税), 把...强加于, 以...欺骗\nvi. 利用, 欺骗, 施加影响",cet4 cet6 ky toefl ielts gre,d:imposed/p:imposed/3:imposes/i:imposing
imposing,im'pәuziŋ,"a. 令人难忘的, 壮丽的, 威风的",toefl ielts gre,0:impose/1:i/i:imposing
impossible,im'pɒsәbl,"a. 不可能的, 难以置信的, 令人无法忍受的",zk gk cet4 cet6 ky ielts,
impostor,im'pɒstә,"n. 冒名顶替者, 骗子, 冒牌",gre,s:impostors
imposture,im'pɒstʃә,"n. 欺诈, 冒牌",gre,s:impostures
impotence,'impәtәns,"n. 无力, 虚弱, 无效, 阳萎\n[医] 阳萎, 无能力",toefl,
impoverish,im'pɒvәriʃ,"vt. 使贫穷, 耗尽...的力气",cet6 gre,i:impoverishing/3:impoverishes/p:impoverished/d:impoverished
impracticality,"im,prækti'kæliti","n. 不切实际, 办不到",toefl,s:impracticalities
imprecate,'imprikeit,"vt. 祈求, 诅咒",toefl,i:imprecating/p:imprecated/3:imprecates/d:imprecated
imprecation,.impri'keiʃәn,"n. 祈求, 诅咒",gre,s:imprecations
imprecise,.impri'saiz,"a. 不严密的, 不精确的, 不明确的",gre,
impregnable,im'pregnәbl,"a. 无法攻取的, 坚强不屈的, 驳不倒的",gre,
impresario,.impri'sɑ:riәu,"n. 演出者, 主持人",gre,s:impresarios
impress,im'pres,"n. 印象, 特征, 印记\nvt. 使有印象, 印, 铭刻, 传送, 影响, 强征\nvi. 给人印象",gk cet4 cet6 ky,d:impressed/p:impressed/i:impressing/3:impresses
impressed,,a. 外加的；印象深刻的；了不起的；受感动的,gre,d:impressed/0:impressed/1:dp/p:impressed
impression,im'preʃәn,"n. 印象, 意念, 盖印, 印记, 印数, 底色, 效果\n[医] 压迹, 印模, 印象, 影响",gk cet4 cet6 ky gre,s:impressions
impressionable,im'preʃәnәbl,"a. 易感的, 敏感的, 可塑的",gre,
impressive,im'presiv,"a. 给人深刻印象的, 威严的",cet4 cet6 ky toefl ielts,
imprint,im'print,"vt. 印, 铭刻\nn. 印, 印记, 特征, 痕迹, 版本说明",toefl gre,d:imprinted/s:imprints/i:imprinting/p:imprinted/3:imprints
imprison,im'prizn,"vt. 使下狱, 关闭, 拘禁, 限制\n[法] 关押, 监禁, 限制",cet4 cet6,d:imprisoned/i:imprisoning/p:imprisoned/3:imprisons
imprisonment,im'priznmәnt,"n. 监禁, 下狱, 坐牢\n[法] 监禁, 徒刑, 拘禁",toefl,s:imprisonments
improbable,im'prɒbәbl,"a. 不大可能的, 不象发生的, 荒谬可笑的\n[法] 未必会的, 不大可能发生的, 未必确实的",toefl,s:improbables
impromptu,im'prɒmptju:,"n. 即席演出, 即兴曲\na. 即席的\nadv. 即席",toefl ielts gre,s:impromptus
improper,im'prɒpә,"a. 不合适的, 错误的, 不成体统的, 不道德的\n[法] 不适当的, 不合适的, 不正确的",cet6,
impropriety,.imprә'praiәti,"n. 不适当, 不得体, 不正当行为, 用词不当",toefl,s:improprieties
improve,im'pru:v,"vt. 改良, 提高...的价值, 改善, 利用\nvi. 变得更好, 增加",zk gk cet4 cet6 ky,d:improved/i:improving/3:improves/p:improved
improvement,im'pru:vmәnt,"n. 进步, 改善, 利用\n[医] 改善, 好转, 进步",cet4 cet6 ky ielts,s:improvements
improvident,im'prɒvidәnt,"a. 无远见的, 浪费的",toefl gre,
improvise,'imprәvaiz,"vt. 即席创作, 临时做",toefl ielts gre,i:improvising/d:improvised/p:improvised/3:improvises/s:improvises
improvised,'imprәvaizd,a. 临时准备的；即兴的,gre,0:improvise/1:dp/p:improvised/d:improvised
improviser,'imprәvaizә,n. 即兴创作者,toefl,s:improvisers
imprudent,im'pru:dәnt,"a. 轻率的, 鲁莽的",toefl gre,
impudent,'impjudәnt,"a. 鲁莽的, 卑鄙的, 厚颜无耻的",toefl gre,
impugn,im'pju:n,"vt. 责难, 抨击, 攻击\n[法] 驳斥, 指责, 非难",gre,d:impugned/i:impugning/p:impugned/3:impugns
impuissance,im'pju(:)isns,"n. 无力, 虚弱, 无能",gre,
impulse,'impʌls,"n. 冲动, 驱使, 刺激, 推动, 冲力, 建议, 脉冲\nvt. 推动",cet6 ky toefl ielts gre,s:impulses
impulsive,im'pʌlsiv,"a. 冲动的, 受感情驱使的, 任性的\n[医] 冲动的",toefl gre,
impunity,im'pju:niti,"n. 不受惩罚, 无事, 无患\n[法] 不受刑罚, 免罚, 免罪",toefl gre,
impure,im'pjuә,"a. 不纯的, 肮脏的, 掺杂的, 混合的\n[医] 不纯的",toefl,
impurity,im'pjuәriti,"n. 杂质, 不洁, 不纯\n[化] 杂质",cet6 toefl,s:impurities
imputation,.impju:'teiʃәn,"n. 归罪, 非难\n[法] 归属, 归罪, 转嫁",gre,s:imputations
impute,im'pju:t,"vt. 归罪, 使负责, 嫁祸于",toefl gre,d:imputed/i:imputing/3:imputes/p:imputed/s:imputes
in,in,"prep. 在...期间, 在...之内, 处于...之中, 从事于, 按照, 穿着\nadv. 进入, 朝里, 在里面, 在屋里\na. 在里面的, 在朝的\nn. 执政者, 交情",zk gk ielts,
in spite of,,不管,toefl,
inability,.inә'biliti,"n. 无能, 无力",toefl ielts,s:inabilities
inaccessible,.inæk'sesәbl,"a. 难得到的, 难接近的, 难达成的",cet6 ky toefl,
inaccurate,in'ækjurit,"a. 错误的, 不准确的\n[化] 不精确",cet6 ielts,
inactivate,in'æktiveit,"vt. 使不活动, 撤销, 使失去活性, 灭活\n[医] 灭活, 使不活动",toefl,d:inactivated/i:inactivating/3:inactivates/p:inactivated
inadequate,in'ædikwәt,"a. 不充分的, 不适当的\n[法] 不充分的, 不适当的",cet6 toefl ielts,s:inadequates
inadvertence,",inәd'v\\\\:tәns","n. 漫不经心, 粗心大意, 疏漏, 错误\n[法] 粗心大意, 疏漏, 漫不经心",gre,
inadvertently,ˌɪnədˈvɜ:təntli,"adv. 漫不经心地, 疏忽地; 非故意地",gre,
inalienable,in'eiljәnәbl,"a. 不能让与的, 不能转售的, 不能夺取的, 不可分割的",gre,
inane,i'nein,"a. 空虚的, 愚蠢的, 空洞的\nn. 空洞乏物",gre,
inanimate,in'ænimәt,"a. 失去知觉的, 没生命的, 无精打采的\n[医] 无生命的, 无生机的",toefl gre,s:inanimates
inappreciable,.inә'pri:ʃәbl,a. 微不足道的,gre,
inappropriate,.inә'prәupriәt,"a. 不适当的, 不相称的",toefl,
inapt,in'æpt,"a. 不适当的, 不熟练的",ielts,
inasmuch,.inәz'mʌtʃ,"adv. 因...之故, 在...范围内",cet6,
inaugural,i'nɒ:gjurәl,"a. 就任的, 开幕的\nn. 就职演讲",gre,
inaugurate,i'nɒ:gjureit,"vt. 开始, 举行...就职典礼",cet6 toefl ielts gre,p:inaugurated/d:inaugurated/i:inaugurating/3:inaugurates
inborn,'inbɔ:n,a. 天生的；先天的,toefl gre,
incandescence,.inkæn'desәns,"n. 白热, 炽热\n[化] 炽热; 灼热",gre,
incandescent,.inkæn'desnt,"a. 白热的, 闪闪发光的, 辉耀的, 灿烂的\n[医] 白炽的, 白热的",cet6 toefl,s:incandescents
incantation,.inkæn'teiʃәn,n. 咒语,gre,s:incantations
incapable,in'keipәbl,"a. 无能力的, 不能的\n[机] 不能行的, 耐不住的",cet6,
incapacitate,.inkә'pæsiteit,"vt. 使无能力, 使无行为能力\n[法] 使无资格, 使无能力, 剥夺资格",toefl,d:incapacitated/3:incapacitates/i:incapacitating/p:incapacitated
incarcerate,in'kɑ:sәreit,"vt. 下狱, 监禁, 禁闭\n[法] 监禁, 使下狱, 禁闭",toefl gre,d:incarcerated/p:incarcerated/i:incarcerating/3:incarcerates
incarnate,in'kɑ:neit,"vt. 体现, 使具体化, 使实体化\na. 化身的, 实体化的, 肉色的, 深红色的",gre,3:incarnates/d:incarnated/p:incarnated/i:incarnating
incendiary,in'sendjәri,"a. 放火的, 煽动的, 燃烧的\nn. 纵火犯人, 煽动者, 燃烧弹",gre,s:incendiaries
incense,'inseins,"n. 香, 香气, 奉承\nvi. 焚香\nvt. 用香焚, 使发怒",cet6 toefl gre,d:incensed/p:incensed/s:incenses/i:incensing/3:incenses
incentive,in'sentiv,n. 动机\na. 激励的,cet6 ky toefl ielts gre,s:incentives
inception,in'sepʃәn,"n. 起初, 获得学位",gre,s:inceptions
incertitude,in'sә:titju:d,"n. 不确实, 无信心, 不安全",gre,
incessant,in'sesnt,"a. 不断的, 不绝的, 无尽的",toefl gre,
inch,intʃ,"n. 英寸, 身高, 小岛\nvi. 慢慢前进, 慢慢移动\nvt. 使缓慢地移动",zk gk cet4 cet6 ky gre,s:inches/p:inched/3:inches/i:inching/d:inched
inchoate,in'kәueit,"a. 刚开始的, 不成熟的, 未发达的\n[经] 不完整",gre,
incidence,'insidәns,"n. 发生, 发生率, 影响, 负担者, 入射, 倾角\n[医] 入射, 发生率, 发生数",cet6 ky toefl ielts gre,s:incidences
incident,'insidәnt,"n. 事件, 事变, 小事\na. 附带的, 易于发生的, 外来的, 入射的",gk cet4 cet6 ky toefl,s:incidents
incidentally,.insi'dentәli,"adv. 伴随地, 偶然, 顺便",cet6 ky toefl ielts,
incinerate,in'sinәreit,"vi. 烧成灰, 灰化\nvt. 焚化",gre,d:incinerated/p:incinerated/i:incinerating/3:incinerates
incipient,in'sipiәnt,"a. 起初的, 发端的, 初期的\n[医] 初发的, 初期的",toefl ielts gre,
incise,in'saiz,"vt. 切割, 雕刻\n[医] 切",toefl gre,d:incised/p:incised/i:incising/3:incises
incision,in'siʒәn,"n. 切口, 切割, 雕刻, 切入\n[医] 切口, 切开, 缺口(叶)",gre,s:incisions
incisive,in'saisiv,"a. 敏锐的, 机敏的, 激烈的, 切入的, 锋利的\n[医] 切牙的, 切的",toefl gre,
incisor,in'saizә,"n. 门牙\n[医] 切牙, 门齿",gre,s:incisors
incite,in'sait,"vt. 刺激, 激励, 引诱\n[法] 鼓动, 煽动",toefl ielts gre,i:inciting/3:incites/p:incited/d:incited
inclement,in'klemәnt,"a. 险恶的, 严酷的",gre,
inclination,.inkli'neiʃәn,"n. 倾向, 趋向, 倾斜度, 点头\n[化] 倾角",cet6 toefl ielts,s:inclinations
incline,in'klain,"n. 倾斜, 斜坡, 斜面\nvt. 使倾向于, 使倾斜\nvi. 倾向, 倾斜, 爱好, 易于",cet4 cet6 ky ielts,p:inclined/i:inclining/d:inclined/3:inclines/s:inclines
inclined,in'klaind,"a. 倾向于...的, 想要...的, 可能的, 趋向于...的",toefl,d:inclined/0:inclined/1:dp/p:inclined
include,in'klu:d,"vt. 包括, 把...算入, 包住\n[计] DOS内部命令:在CONFIG.SYS文件的一个配置块中包含另一配置块的内容",zk gk cet4 cet6 ky,3:includes/d:included/p:included/i:including
inclusive,in'klu:siv,"a. 包含的, 包括的",cet6 ky toefl ielts gre,
incogitant,in'kɔdʒitәnt,a. 无思想的；粗心的；不体谅的,gre,
incoherent,.inkәu'hiәrәnt,"a. 不连贯的, 语无伦次的\n[医] 不连贯的",toefl,
income,'inkʌm,"n. 收入, 收益, 流入\n[经] 收益",gk cet4 cet6 ky,s:incomes
incoming,'inkʌmiŋ,"a. 进来的, 刚开始的, 新来的\nn. 进来",ielts,s:incomings
incommensurate,.inkә'menʃәreit,"a. 不相称的, 不适应的",gre,
incompatible,.inkәm'pætәbl,"a. 不相容的, 不能并存的, 矛盾的\n[化] 不协调",cet6 toefl gre,s:incompatibles
incompetent,in'kɒmpitәnt,"a. 无能力的, 无资格的, 机能不全的, 不胜任的\nn. 无能力者",toefl gre,s:incompetents
incomplete,.inkәm'pli:t,"a. 不完全的, 未完成的, 不完善的\n[机] 不完全的",cet6,
incomprehensible,in.kɒmpri'hensәbl,"a. 不能理解的, 费解的, 无限的",toefl,
inconceivable,.inkәn'si:vәbl,"a. 不能想象的, 想不到的, 难信的",toefl,
inconclusive,.inkәn'klu:siv,"a. 非决定性的, 无效果的, 不得要领的\n[法] 非决定性的, 不确定的, 无结果的",toefl,s:inconclusives
incongruent,in'kɔŋɡruәnt,"a. 不一致的；不协调的；不和谐的；不合适的（名词incongruence, 副词incongruently）",gre,
incongruity,.inkɒŋ'gru:iti,"n. 不协调, 不一致, 不合适\n[化] 异元性; 不相容性",toefl gre,s:incongruities
incongruous,in'kɒŋgruәs,"a. 不协调的, 不一致的, 不合适的",toefl ielts,
inconsequential,.inkɒnsi'kwenʃәl,"a. 不合逻辑的, 不合理的, 不重要的",gre,
inconstancy,in'kɒnstәnsi,"n. 易变, 不定性, 反复无常",gre,
incontrovertible,.inkɒntrә'vә:tәbl,"a. 无争论余地的, 无疑的, 明白的\n[法] 不可辩驳的, 不容置疑的",gre,
inconvenient,.nkәn'vi:njәnt,"a. 不便的, 有困难的",toefl,
incorporate,in'kɒ:pәreit,"a. 合并的, 组成公司的, 一体化的\nvt. 吸收, 合并, 使组成公司, 体现\nvi. 合并, 混合, 组成公司",cet6 ky toefl ielts gre,d:incorporated/i:incorporating/3:incorporates/p:incorporated
incorporation,in.kɒ:pә'reiʃәn,"n. 包含, 结合, 编入, 团体组织\n[医] 惨合, 混合, 合并",toefl,s:incorporations
incorporeal,.inkɒ:'pɒ:riәl,"a. 无实体的, 灵魂的, 无形体的\n[法] 无形体的, 非物质的, 精神的",gre,
incorrect,.inkә'rekt,"a. 不正确的\n[法] 不正确, 错误的, 不适当的",gk cet4 cet6,3:incorrects
incorrigibility,in.kɒridʒә'biliti,"n. 屡教不改, 难望矫正",gre,
incorrigible,in'kɒridʒәbl,"a. 无药可救的, 积习难改的\nn. 不可救药的人",gre,
incorruptible,.inkә'rʌptibl,"a. 不腐败的, 不能收买的, 清廉的",toefl gre,s:incorruptibles
increase,in'kri:s,"n. 增加, 增进, 利益\nvt. 增加, 加大\nvi. 增加, 繁殖",zk gk cet4 cet6 ky,d:increased/i:increasing/s:increases/3:increases/p:increased
increasingly,in'kri:siŋli,"adv. 逐渐地, 渐增地",cet4 cet6 ky,
incredible,in'kredәbl,a. 难以置信的,cet6 ky toefl ielts,
incredulity,.inkri'dju:liti,"n. 不轻信, 怀疑, 疑心",toefl gre,
increment,'inkrimәnt,"n. 增加, 增值, 盈余\n[计] 增量",ielts gre,s:increments/d:incremented/i:incrementing/3:increments/p:incremented
incriminate,in'krimineit,"vt. 连累, 暗示...有罪, 控告\n[法] 控告, 使入罪, 连累",toefl gre,d:incriminated/i:incriminating/3:incriminates/p:incriminated
incrustation,.inkrʌs'teiʃәn,"n. 用硬壳包, 镶嵌, 痂, 硬壳\n[医] 结痂, 痂",gre,s:incrustations
incubate,'inkjubeit,"vt. 孵, 培养, 使发展\nvi. 孵蛋, 潜伏, 筑巢, 孵化, 酝酿\nn. 孵育物",toefl gre,d:incubated/p:incubated/i:incubating/3:incubates/s:incubates
incubation,.inkju'beiʃәn,"n. 抱蛋, 孵化, 酝酿\n[医] 孵育, 孵化, 潜伏, 宿庙求梦(古希腊)",gre,s:incubations
incubator,'inkjubeitә,"n. 孵卵器, 细菌培养器, 早产儿保育器\n[化] 恒温箱; 孵化箱",gre,s:incubators
incubus,'iŋkjubәs,"n. 梦淫妖, 梦魇, 沉重的负担\n[医] 梦魔, 梦魇",gre,
inculcate,'inkʌlkeit,"vt. 反复灌输, 谆谆教诲",toefl gre,p:inculcated/i:inculcating/d:inculcated/3:inculcates
inculpate,'inkʌlpeit,"vt. 使负罪, 控告, 使连累\n[法] 控告, 连累, 归罪于",gre,i:inculpating/p:inculpated/3:inculpates/d:inculpated
incumbent,in'kʌmbәnt,"a. 现任的, 依靠的, 负有义务的\nn. 领圣俸者, 在职者",gre,s:incumbents
incur,in'kә:,"vt. 招致, 蒙受, 遭遇\n[经] 招致, 蒙受, 担负",cet6 ky toefl ielts gre,d:incurred/i:incurring/p:incurred/3:incurs
indebted,in'detid,"a. 负债的, 受惠的\n[法] 负债的, 法律上有义务偿还的",gre,
indecent,in'di:sәnt,"a. 下流的, 不礼貌的\n[医] 猥亵的",toefl,
indecipherable,.indi'saifәrәbl,"a. 辨读不出的, 破译不出的, 无法解释的",gre,
indecisive,.indi'saisiv,"a. 非决定性的, 犹豫不决的, 不明确的",gre,
indeed,in'di:d,"adv. 的确, 实在, 真正地, 甚至",gk cet4 cet6 ky,
indefatigable,.indi'fætigәbl,"a. 不知疲倦的, 有耐性的, 不屈不挠的",toefl gre,
indefinite,in'definit,"a. 模糊的, 不确定的, 无限的\n[法] 不确定的, 无限制的",cet4 cet6 toefl ielts,
indefinitely,,adv. 无期限地,cet6 toefl,
indelible,in'delibl,"a. 难以消除的, 不能拭除的, 难忘的",ielts gre,
indemnify,in'demnifai,"vt. 赔偿, 补偿, 保护, 保障\n[经] 赔偿",toefl gre,d:indemnified/3:indemnifies/p:indemnified/i:indemnifying
indemnity,in'demniti,"n. 赔偿, 保障, 补偿, 赦免, 保护\n[经] 赔偿, 补偿, 赔偿金",toefl ielts gre,s:indemnities
indent,in'dent,"n. 契约, 订货单, 凹痕\nvi. 切割成锯齿状\nvt. 缩排, 定货, 印凹痕\n[计] 缩进",toefl gre,p:indented/d:indented/3:indents/i:indenting/s:indents
indented,in'dentid,a. 犬牙交错的；受契约约束的；[印刷]缩进排印的,toefl,0:indent/1:pd/p:indented/d:indented
indenture,in'dentʃә,"n. 契约, 契据, 凹痕\nvt. 以契约束缚",toefl gre,s:indentures/p:indentured/d:indentured/3:indentures/i:indenturing
independence,.indi'pendәns,"n. 独立, 自立, 自主\n[医] 自主性, 独立性",gk cet4 cet6 ky ielts,
independent,.indi'pendәnt,"n. 独立自主者, 无党派者\na. 独立的, 有主见的, 不须依赖的, 不受约束的",gk cet4 cet6 ky toefl,s:independents
indeterminate,.indi'tә:minәt,"a. 不明确的, 不确定的, 含混的\n[法] 不明确的, 无定期的, 不确定的",gre,
index,'indeks,"n. 索引, 指针, 指数, 指标\nvt. 编入索引中, 指出\nvi. 做索引\n[计] 下标; 附标; 变址; 索引; 编索引",cet4 cet6 ky ielts,s:indices/d:indexed/i:indexing/p:indexed/3:indexes
India,'indjә,n. 印度,zk gk cet4 cet6,
Indian,'indiәn,"n. 印度人, 印第安人, 印第安语\na. 印度的, 印度群岛的, 印第安语的",zk gk cet4 cet6 ielts,s:indians
indicate,'indikeit,"vt. 显示, 象征, 指示, 指出\n[医] 指示",gk cet4 cet6 ky toefl gre,3:indicates/d:indicated/p:indicated/i:indicating
indication,.indi'keiʃәn,"n. 指示, 象征, 暗示\n[医] 指示, 指征, 适应征",cet4 cet6 ky,s:indications
indicative,in'dikәtiv,"a. 指示的, 象征的, 表示...的\n[经] 指标的",cet6 ky toefl ielts gre,
indicator,'indikeitә,"n. 指示器, 指示剂, 指标\n[计] 指示器",ielts,s:indicators
indices,'indisi:z,"pl. 索引, 指针, 指数, 指标",gre,0:index/1:s
indict,in'dait,"vt. 起诉, 控告, 指控\n[法] 控告, 揭发, 对...起诉",gre,d:indicted/p:indicted/i:indicting/3:indicts
indictment,in'daitmәnt,"n. 起诉, 控告, 起诉状\n[经] 起诉书",toefl,s:indictments
indifference,in'difәrәns,"n. 不重视, 无兴趣, 漠不关心\n[法] 中立, 不偏袒, 不重视",toefl,
indifferent,in'difәrәnt,"a. 漠不关心的, 无重要性的, 中立的\n[医] 中性的, 无作用的, 无亲和力的, 淡漠的",cet4 cet6 ky toefl ielts gre,
indigence,'indidʒәns,"n. 贫乏, 穷困的人们",gre,
indigenous,in'didʒinәs,"a. 本土的, 国产的, 固有的\n[医] 原产的, 本土的",toefl ielts gre,
indigent,'indidʒәnt,"a. 贫乏的, 穷困的",toefl gre,s:indigents
indigestion,.indi'dʒestʃәn,"n. 消化不良\n[医] 消化不良, 不消化",toefl,
indignant,in'dignәnt,"a. 愤怒的, 愤慨的",cet4 cet6 ky toefl ielts gre,
indignation,.indig'neiʃәn,"n. 愤怒, 愤慨, 义愤",cet6 ky gre,
indignity,in'digniti,"n. 侮辱\n[法] 侮辱的言行, 无礼, 有伤尊严",toefl gre,s:indignities
indirect,.indi'rekt,"a. 间接的, 非直截了当的, 不坦率的\n[医] 间接的",cet4 cet6,
indiscriminately,ˌɪndɪ'skrɪmɪnətlɪ,"adv. 无差别, 任意地; 不分青红皂白地; 滥; 不分皂白",cet6 toefl,
indiscrimination,"'indis,krimi'neiʃәn","n. 无差别, 不加区别的事物(行为)",toefl,
indispensability,,"n. 不可缺少, 责无旁贷",gre,
indispensable,.indis'pensәbl,"n. 不可缺少之物\na. 不可缺少的, 责无旁贷的, 绝对必要的",cet4 cet6 ky toefl ielts,s:indispensables
indite,in'dait,"vt. 写成文章, 创作",toefl gre,i:inditing/p:indited/3:indites/d:indited
individual,.indi'vidʒuәl,"n. 人, 个人, 个体\na. 个别的, 个人的, 独特的",cet4 cet6 ky ielts gre,s:individuals
individualism,.indi'vidʒuәlizm,"n. 个人主义, 个人特征\n[经] 个人主义",toefl,
indoctrinate,in'dɒktrineit,"vt. 教训, 教导, 灌输",gre,d:indoctrinated/p:indoctrinated/i:indoctrinating/3:indoctrinates
indolent,'indәlәnt,"a. 懒惰的, 无痛的\n[医] 无痛的",toefl gre,
indomitable,in'dɒmitәbl,"a. 不屈服的, 不屈不挠的",toefl,
indoor,'indɒ:,"a. 户内的, 室内的",cet4 cet6 ky,
indoors,'in'dɒ:z,adv. 在户内,cet4 cet6,
